Frame,Theta,GMNIA_ALR_H,GMNIA_ALR_V,GNA_ALR_H,GNA_ALR_V,GNA_Notional_Loads_ALR_H,GNA_Notional_Loads_ALR_V,GMNIA_del2_over_del1,GNA_del2_over_del1,GNA_Notional_Loads_del2_over_del1
W8X31_x_1X2.2859999999999996,26.0,4.196348793301865,2.0466960594823473,4.3289767206457,2.111383021801881,4.293862799763457,2.094256818275288,1.0815455996103358,1.0843428730397608,1.0836008576018992
W8X31_x_1X2.2859999999999996,27.0,4.157855320722992,2.118533101224185,4.3017456589059355,2.1918488904647546,4.265799321908538,2.173533316948477,1.0846529638216071,1.087842963270383,1.0870442688431765
W8X31_x_1X2.2859999999999996,28.0,4.118665462179552,2.1899332720992515,4.274375503912001,2.2727257698927965,4.237606457047999,2.2531753208820042,1.0877593725836467,1.0913840293791732,1.0905259094051514
W8X31_x_1X2.2859999999999996,29.0,4.078428717502907,2.260709953816769,4.246848375506637,2.3540664946908167,4.20926600417516,2.33323424608672,1.0908564623781618,1.0949689920823873,1.0940485775634055
W8X31_x_1X2.2859999999999996,30.0,4.038207130181203,2.3314599736535833,4.2191459953215364,2.4359250761492204,4.1771574516511585,2.4116829791582477,1.0939702585983302,1.0986008991722167,1.0975227879388127
W8X31_x_1X2.2859999999999996,31.0,3.9979761886639142,2.402226447578046,4.191249636422261,2.518356851039717,4.138349451140785,2.486571212964817,1.0971028103445584,1.102282936804215,1.1008601935708247
W8X31_x_1X2.2859999999999996,32.0,3.957711358588334,2.4730525316852763,4.163140070471751,2.601418637743435,4.099455971780257,2.561624396267151,1.1002562144889396,1.1060184417004573,1.1042256023209078
W8X31_x_1X2.2859999999999996,33.0,3.9173880228806723,2.543981527559692,4.1264086513964005,2.6797211108527224,4.060452945058039,2.636888974341885,1.103432621514657,1.1095634221399595,1.107621445653316
W8X31_x_1X2.2859999999999996,34.0,3.8769814214277534,2.615056988392877,4.085892790593496,2.7559694861603825,4.021316032722427,2.712411912986276,1.1066342416536885,1.1130375547101108,1.1110502366663937
W8X31_x_1X2.2859999999999996,35.0,3.836466590004359,2.686322826410752,4.045227612283906,2.8324988678952554,3.9820205653116734,2.788240817137323,1.1098633513614748,1.11654667621678,1.1145145780395436
W8X31_x_1X2.2859999999999996,36.0,3.795818298134636,2.757823422175745,4.004387364795548,2.909357719131282,3.942541478933011,2.8644240528699836,1.113122300170511,1.1200934896425059,1.1180171705160913
W8X31_x_1X2.2859999999999996,37.0,3.7550109855563854,2.829603736346499,3.9633458598351083,2.9865953246368875,3.902853249940705,2.941010873449671,1.1164135179686516,1.1236808028190954,1.1215608219836524
W8X31_x_1X2.2859999999999996,38.0,3.7140186969444207,2.9017094244998844,3.9220764037217446,3.0642619202889567,3.862929827143875,3.0180515501515877,1.1197395227522486,1.1273115380356087,1.1251484572200938
W8X31_x_1X2.2859999999999996,39.0,3.672815014533329,2.9741869556479776,3.8805517258948057,3.142408827616941,3.8227445611518327,3.095597508603808,1.1231029289092358,1.1309887423653633,1.1287831283805587
W8X31_x_1X2.2859999999999996,40.0,3.6313729882606474,3.047083735116646,3.8387439042777163,3.2210885942634633,3.782270130437714,3.1737014714631284,1.126506456092876,1.1347155987933566,1.1324680263093923
